nombre|artista|duracion
I Got Eyes|John De Sohn|159693
Bleed|Haze & Mellow|172933
Hold on Tight|Sterkøl|168751
Once and for All|Moe Aly|195000
Fantasy|Laureano|203000
We Are the Young|Addal|176864
No Fear No More|Madeon|195107
Baianá|Bakermat|182187
Coming Home|TooManyLeftHands|186336
Boots|Greyson Chance|175628
Heading Home|Ludvigsson|189836
Somebody Out There|Lost Kings|218978
Better Half of Me - R3HAB Remix|Tom Walker|166013
Say It Again|AJ Mitchell|206930
You & I|TRXD|163077
Alive|henrikz|163842
Amsterdam|Frans|177761
Cross My Heart|Hogland|173810
what happened|jayover|176310
Ride It|Regard|157606
Somebody|Erlandsson|159423
Thinkin Bout You|Jonasu|151627
Summertime Love|Captain Cuts|143670
I Could Get Used To This|Martin Jensen|151126
LA & The Parties|Lost Kings|165685
Lovers + Strangers|Starley|178501
Too Close|Sterkøl|168019
Fallin'|Sick Individuals|209079
Tear Me Down (feat. Philip Rustad)|Davai|184500
Perspective|AMAANDA|148147
Cali Girl|Papa Ya|148163
Choir - Remix|Guy Sebastian|208520
Cut to the Chase|Roman Müller|153673
You Keep Calling|BAARD|199293
Motivation|Normani|193837
Like I Love You - Small Talk Remix|Theresa Rex|165111
Punching in the Dark|Hellberg|191760
One Thing Right|Marshmello|181824
Letting Go|Hogland|192089
Don't Leave Me Lonely - Purple Disco Machine Remix|Mark Ronson|215593
Hold On|Foxa|143415
With You|Lewka|137348
Try|Lost Kings|185119
A Dream Is A Wish Your Heart Makes|Vinil|199375
Lucky One (feat. ILY)|Tom Ferry|188000
Closer|Haze & Mellow|162117
Wannabe|Jonasu|187636
Sending Me You|henrikz|191509
Room for Two|Moe Aly|201612
Lost|End of the World|217493
Somebody|Closed Doors|181609
On A Roll|Ashley O|154448
I'm Not Alright|Loud Luxury|185062
Calma - Alan Walker Remix|Pedro Capó|193973
Bad Look|Charming Horses|157647
Here I Am (feat. Michael Shynes)|Le P|212655
Can't Say No (feat. PJZ)|Alex Mattson|159039
Somebody I'm Not|Davai|214627
Nobody To Love|Out Of Sound|155968
PAY ME BACK!|ILIRA|188200
Tusa|KAROL G|200960
+|Aitana|219367
everything i wanted|Billie Eilish|245426
En Tus Planes|David Bisbal|172147
Alocao (With Bad Gyal)|Omar Montes|209320
A Dónde Vamos|Morat|203102
Morado|J Balvin|200667
Yummy|Justin Bieber|210427
Que Tire Pa Lante|Daddy Yankee|210520
You should be sad|Halsey|205473
Pegamos Tela|Lérica|187940
Indeciso|Reik|217253
Zorra|Bad Gyal|186120
Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam, Natti Natasha, Darell & Sech) - REMIX|DJ Snake|341875
What A Man Gotta Do|Jonas Brothers|180645
China|Anuel AA|301714
Celébrate|Miki Núñez|219533
Rare|Selena Gomez|220590
Easy - Remix|Jhay Cortez|220147
Godzilla (feat. Juice WRLD)|Eminem|210800
Adicto (with Anuel AA & Ozuna)|Tainy|270741
Blanco|J Balvin|145800
Señorita|Shawn Mendes|190960
Que Calor (feat. J Balvin & El Alfa)|Major Lazer|169998
Memories|Maroon 5|189486
All I Want For Christmas Is You|Mariah Carey|242347
Qué Bonito Es Querer|Manuel Carrasco|270188
Revival|Gregory Porter|186989
Presiento|Morat|174380
Blinding Lights|The Weeknd|201573
Fuera De Mi Mente|Lérica|181433
Someone You Loved|Lewis Capaldi|182161
Hookah|Bad Gyal|179893
Bandit (with YoungBoy Never Broke Again)|Juice WRLD|189323
Me Equivocaré|Antonio José|152722
Lola Bunny|Lola Indigo|187263
Circles|Post Malone|214907
Me Quedo|Aitana|174433
LA CANCIÓN|J Balvin|242573
Déjate Querer|Lalo Ebratt|202824
Bésame|David Bisbal|200962
Nice To Meet Ya|Niall Horan|158805
Mejores Amigos|Yera|205369
Heartless|The Weeknd|200080
Push It On Me|Damien|164333
Con Calma|Daddy Yankee|193227
Bonita|Juanes|147493
LUNA|Lola Indigo|209362
Lover (Remix) [feat. Shawn Mendes]|Taylor Swift|221307
Santa María (Feat. Busy Signal)|Bad Gyal|154933
Runaway|Sebastian Yatra|200693
caronte|Alba Reche|189758
Lose You To Love Me|Selena Gomez|206459
Rebota - Remix|Guaynaa|262000
"Mucho más allá - De ""Frozen 2"""|David Bisbal|190467
Before You Go|Lewis Capaldi|215107
Mama No|Pablo López|170738
Soltera - Remix|Lunay|266087
nana triste|Natalia Lacunza|187016
Contando Lunares (feat. Cruz Cafuné)|Don Patricio|219667
Mambo No. 5 (A Little Bit of...)|Lou Bega|219333
Sandstorm - Radio Edit|Darude|225373
We like to Party! (Six Flags)|Vengaboys|224227
Coco Jamboo - Radio Version|Mr. President|218733
Blue (Da Ba Dee)|Eiffel 65|283748
Barbie Girl|Aqua|195040
What Is Love|Haddaway|270373
Scatman (ski-ba-bop-ba-dop-bop)|Scatman John|215973
Bailando - Video Edit|Paradisio|229627
Be My Lover|La Bouche|239747
The Riddle (Original Mix)|Gigi D'Agostino|287307
...Baby One More Time|Britney Spears|211067
Rhythm Is A Dancer - 12'' Version|SNAP!|316133
Another Night|Real McCoy|236871
Tubthumping|Chumbawamba|234133
All That She Wants - Remastered|Ace of Base|211213
The Rhythm Of The Night|Corona|264280
Macarena - Bayside Boys Remix|Los Del Rio|222027
Believe|Cher|239027
(You Drive Me) Crazy|Britney Spears|198093
The Sign|Ace of Base|189787
Will I Ever|Alice DJ|210147
Happy People (feat. Marky Mark)|Prince Ital Joe|238200
Sex On The Beach - Original Mix|T-Spoon|237293
When You Wish Upon A Star|The Mamas|183667
Lollipop (Candyman)|Aqua|215053
Rock My Heart - Radio Mix|Haddaway|250933
This Is Your Night|Amber|238160
The Other Side|Grace Gracie|183750
Gonna Make You Sweat (Everybody Dance Now)|C & C Music Factory|243800
Come and Get Your Love - Radio Edit|Real McCoy|194560
Children|Robert Miles|243267
Baby Baby|Corona|228013
Pump Up the Jam|Technotronic|214576
Waiting for Tonight|Jennifer Lopez|246507
Dreams (Will Come Alive)|2 Brothers On The 4th Floor|263163
Life - Radio Edit|Des'ree|189987
Wannabe|Spice Girls|173027
Ride Wit Me - Album Version (Edited)|Nelly|290373
We’re Going to Ibiza!|Vengaboys|216360
Sweet Dreams|La Bouche|204587
Back in My Life|Alice DJ|212493
Boom, Boom, Boom, Boom!!|Vengaboys|201840
More And More - Single Version|Captain Hollywood Project|253573
Generation Of Love|Masterboy|219240
Run Away|Real McCoy|244133
Call Me|Deee-Lite|230600
(You Drive Me) Crazy [The Stop Remix!] - Remastered|Britney Spears|197653
Beautiful Life|Ace of Base|219307
Celebration|Kylie Minogue|238747
Got to Get It|Culture Beat|321427
No More (I Can't Stand It)|Maxx|281933
Let the Dream Come True|DJ Bobo|241067
Let's Talk About Sex|Salt-N-Pepa|212747
Around The World|Aqua|209120
Gettin' Jiggy Wit It|Will Smith|227933
Cotton Eye Joe|Rednex|193827
Get A Way|Maxx|226773
I Give You My Heart|Mr. President|215067
Ice Ice Baby|Vanilla Ice|254467
Lost in Someone Else|Casey Derhak|237534
Hardcore Vibes|Dune|213240
Better Off Alone - Hitradio Mix|Alice Deejay|218493
Roses Are Red - Original Version|Aqua|222747
Think About The Way|Ice Mc|260973
Try Me Out|Corona|206880
Max Don´t Have Sex With Your Ex|E-Rotic|211040
I Want You Back - Radio Edit|*NSYNC|202107
Ecuador - Original Radio Edit|Sash!|212133
Saturday Night - Radio Edit|Whigfield|223910
Nessaja|Scooter|208450
Dub-I-Dub|Me & My|205000
Kernkraft 400|Zombie Nation|285173
Think of You - Radio Edit|Whigfield|243069
The Bomb (These Sounds Fall Into My Mind)|The Bucketheads|202934
Mr. Vain Recall - Radio Edit|Culture Beat|213413
Sweat (A La La La La Long)|Inner Circle|227067
U Got 2 Let The Music - Brescia Edit|Cappella|218907
Feel the heat of the night - Radio Edit|Masterboy|221840
Captain Jack - Short Mix|Captain Jack|248533
Dragostea Din Tei - Original Romanian Version|O-Zone|213461
Somebody Dance with Me|DJ Bobo|212893
Heaven (featuring Do)|DJ Sammy|235000
Around the World (La La La La La) - Radio Version|A Touch Of Class|215800
My Oh My|Aqua|204720
Go West - 2003 Remaster|Pet Shop Boys|304080
Sing Hallelujah!|Dr. Alban|240933
God Is a DJ|Faithless|208507
Vogue - Edit|Madonna|289560
The Launch - Radio Edit|DJ Jean|220360
Not over Yet - Perfecto Edit|Grace|458058
Never Alone|2 Brothers On The 4th Floor|252072
Rhythm Is A Dancer|SNAP!|332230
Up & Down|Vengaboys|241040
Scatman's World|Scatman John|225133
Mr. Vain|Culture Beat|336840
L'amour Toujours (Small Mix)|Gigi D'Agostino|242053
The Power|SNAP!|228994
Run To Me|Double You|237533
"Rhythm Is A Dancer - 7"" Edit"|SNAP!|225882
Not Today - Remix|Hillsong UNITED|219187
Every Little Thing|Hillsong Young & Free|202893
I Believe|Youngheart|220200
Come To Life|Neon Feather|178733
Neighbour|Verses|242267
Close (feat. Steven Furtick)|Tauren Wells|168000
Nobody|Local Sound|187693
Up Again (Lucky Rose Remix)|Dan Bremnes|170948
This Place|Logan Pollard|183000
Letting Go|Verses|222160
I just need U. - Tide Electric Remix|TobyMac|207493
Through People Like Me - Chris Howland Remix|Mass Anthem|207600
Glorious Day - Remix|Passion|257947
Victory (Remix)|Highlands Worship|213723
Reckless Love|Verses|227267
Gravity|Elizabeth Grace|202710
Paradise|Matthew Parker|227080
Circles|Rachael Nemiroff|230904
More Of You|Hillsong Young & Free|214867
Without Your Love|York Worship|236380
Burn The Ships (R3HAB Remix)|for KING & COUNTRY|146020
How You Love|Marci Coleman|237097
Ain't No Grave|Bryan Boliver|208615
Fall to My Knees|Marshall Marshall|198800
Only Ever|Alive City|201041
God Only Knows (GATTÜSO Remix)|for KING & COUNTRY|198371
We Dance|Bright Ones|234774
All In (CB Remix)|Heather Schnoor|187966
Hold On|Verses|234885
On The Way Up 2.0|Apollo LTD|196400
Overboard (Doug Weier Remix)|Manafest|244158
Electric|Influence Music|214038
Love Me Like You - TYE Remix|The Young Escape|203000
Grateful (Neon Feather Remix)|Cade Thompson|142723
Nobody|Bryan Boliver|253263
Scars (Come With Livin') - Neon Feather Remix|TobyMac|243240
I'm Yours|Influencers Worship|205280
You Tell Me|Youngheart|180600
Amazing Grace - HGHTS Remix|Hyper Fenton|160776
Streams|Austin & Lindsey Adamec|240995
Heaven On Earth|Stars Go Dim|178680
joy.|for KING & COUNTRY|233947
On Top of the World (Remix)|Citipointe Live|212963
Mirage|Platon Emil|213411
100 (feat. Dawn Elektra)|Galactus Jack|203304
Unshakable Love|Elevation Youth|192365
Chasing Me|Long Hollow Wave|225273
WILD LOVE|ELEVATION RHYTHM|167500
Heaven On Earth - Radio Single|Planetshakers|225857
Let Go|Hillsong Young & Free|231280
Your Love (HGHTS Remix)|Chris Howland|237710
Peace|Canyon Hills Worship|195493
Everything and More (feat. Aaron Cole)|Hollyn|197000
Open Over Us (Live)|Meredith Andrews|452389
Love Won't Let Me Down|Hillsong Young & Free|205730
Before the Start|Newday|288012
Good Life|The Young Escape|185427
Higher Than Mine|SEU Worship|185062
Fight for Me|GAWVI|203058
You Are My Revival - Remix|Long Hollow Wave|184000
Tick|Happi|165015
Feel so Alive|Amplify Worship|201507
Higher - HYMN Remix|For All Seasons|206228
Human (Matthew Parker Remix)|Holly Starr|245114
So Good|Jabin Chavez|231982
So Much More - Remix|Northwood Worship|240157
Light the Way- Single (feat. Nozomi)|Brandon Seibert|210967
Lavish|WYLD|204600
Where Would I Be - Remix|Heart Youth|194198
Edge Of My Seat - THUNDERBIRD Remix|TobyMac|179773
Heaven Is Here|Influencers Worship|255277
Brave|The Vicious Vic|212970
The Reason (Sean Cook Remix)|Urban Rescue|181905
Just As I Am|Marshall Marshall|195000
Walk On Water|Nadia Grace|208226
Dance Monkey|Tones and I|209438
Deeper Love|Covenants|146557
About Me - Brieuc, Cloud 41 & Lowkie Club Mix|Argui|175591
Leave The Light On|ReauBeau|178235
Kuama|Gregor Potter|190080
One Life - VIP Mix|DJ MEG|201500
Feelings|FUNKYBEAT|187115
Night Drive|Rubayne|178286
Energia|Tim Hox|204772
About Me|Argui|186290
Yourself|IIWII|154839
Oh Baby|Martin Mix|160000
Talk About It|Bancali|248727
You Don't Know Me (feat. Duane Harden) - Radio Edit|Armand Van Helden|200787
One Life|DJ MEG|196777
Somebody|Venomenal|208809
Criminal|Noah Neiman|207000
Is This Love|Venomenal|184225
Flashback|Tim van Werd|171589
Good Omen|Ortzy|223636
Time|Brieuc|205938
Come Over|Noah Neiman|223687
Anastasy|TheLavish|201509
Ego - Domastic Remix|Rich Edwards|187500
If|eSQUIRE|236129
Give In To You|Matt Strike|174545
Next To Me|Olmos|189358
Cut You Loose|ReauBeau|155586
G+O|WHYLO|160941
Something|Funk Machine|171000
The Weekend|REK|168300
Right For Ya|Prince Paris|158400
I Refuse|Matt Strike|200727
Firefly|Olmos|204112
Changes|Steve Hartz|203571
Love's Not Fading|Julian Calor|214857
Closure|Snareskin|180332
Bring You Home|The Partysquad|187200
Black & Blue|VIVID|212364
Unforgettable|Aerreo|221935
Madness|Matt Strike|202105
Love Me Away|Junior J|167288
Superficial Love|Karim Mika|232500
Tell Me|Rich Edwards|204667
Middlefingers|Tom & Jame|196500
Like You|Anthony Dircson|164000
Find You|Charming Horses|174000
SO AM I|WHYLO|183528
Walk Away - Rich Edwards Remix|Sick Individuals|147464
Walk Away - Melio Remix|Sick Individuals|195857
Love Again|Matt Strike|228265
Ego|Rich Edwards|193714
Take Me|Steve Hartz|172569
Fixated|ORACLES|219813
On Replay|Costa Leon|171639
Try Again (feat. A7S)|Tungevaag & Raaban|179552
Morninglight - Main Circus Deep Mix|Team Deep|251590
Aura - Edit|Avoure|268232
Everyday|Eddie Thoneick|302510
Head Over Heels - James Roe Remix|Sultan + Shepard|184003
What's It Gonna Be|Venomenal|184639
Summer Air (feat. Trevor Guthrie)|Hardwell|201905
I Know|Pierce Fulton|300000
Someone New|Quentyn|182143
Aftermath|Kydus|247984
Visions|Lane 8|261120
Switch|Afrojack|173340
Spiritual (Mriya) [feat. Brooke Tomlinson]|Curbi|198750
Wrong for Me|Otherwise Fine|211107
Take Me Away|Calippo|201120
Pretender|Wolves By Night|190820
Love Me - Felix Cartal's Chill Mix|Felix Cartal|221901
Tell Me Why|Duskus|218182
Dancing By Yourself|Junior Sanchez|185041
Hurt U|EAUXMAR|187368
It Ain't Over|Funk Machine|183375
Shadows (feat. Veronica)|Adam K|182034
Preach|Watermät|181940
Found Me (feat. Maria Hazell)|The Him|192821
We Are The Greatest|Keanu Silva|185064
Pick You Up (feat. Penny F)|Redondo|199750
Wonder - Extended|Linier|234675
Skin - Rinzen Remix|Kidnap|450000
Know Love - OTR Remix|RKCB|192500
Nomite - Passenger 10 Remix Edit|Horisone|222581
Nothin' to Compare|Who|169696
Follow Me (feat. NBLM) - Redondo & Gil Glaze Remix|Bolier|214839
As I Sleep (feat. Charlee) [BODÉ Remix] - Club Mix|Tobtok|280826
You & I|Mercer|196171
Over - Zonderling Edit|Dannic|180462
Simple Hit|Dombresky|219715
Sounds Good To Me - Gerd Janson Remix|Hanne Mjøen|192645
Young|Brieuc|199159
Smile|Prince Paris|221549
Crazy For Your Love|Radiology|150391
Symphony - Acoustic Mix|Sick Individuals|211996
留学生|Monkey Majik|214773
Body Language|INTERSECTION|220088
HONEY|RIRI|186703
真っ赤な太陽|RAMMELLS|181187
In This Place - Kizuna Version|Thelma Aoyama|180600
Stereo|LOZAREENA|238547
ひとりの夜を抜け|Lucky Kilimanjaro|181589
JOYRIDE (#SorryNotSorry pt.2)|BananaLemon|216991
ONE THING feat. SALU (BABY-T Remix)|I Don't Like Mondays.|204590
Rain|KEN THE 390|232222
スパゲッティー|AYA A.K.A PANDA|183824
Fever|YOSA & TAAR|236308
ガリレオ・ガール|NONA REEVES|191947
FAKE|ASOBOiSM|179272
Mi Body Good|Akane|142895
Cruisin'|Shin Sakiura|193341
Drop Top|MaisonDe|175773
Break up|Taichi Mukai|276053
AMOR|BoA|233965
Make A Move|EMMA WAHLIN|189147
Limousine|DJ PIGER|193783
Too Fragile|CIRRRCLE|156682
Violeta|IZ*ONE|200913
달라달라 DALLA DALLA|ITZY|199874
Never Grow Up|CHANMINA|196253
Ooo!|EXILE SHOKICHI|180773
Flame of Love|Reiji Kawaguchi|185187
Beautiful - 3onderboy remix|BananaLemon|243565
Famous|TAEMIN|180187
TURN|TaeyoungBoy|169796
Boy Meets Girl|Rude-α|236317
Sakura|DEAN FUJIOKA|241685
Breakthrough|TWICE|217651
DOWN BY LAW|THE RAMPAGE from EXILE TRIBE|201733
Dream ship|DJ RYOW|183093
MIROH|Stray Kids|207617
Let Me Love You|FlowBack|204760
more|AmPm|292767
The Lights, The Nights - Strobe Ver.|Unwork|226909
MAKUAKE PARKGOLF remix|eill|225694
Sexy my lady|RIKE|168118
Lullaby|Sigala|203569
MI NUH FRAID (Extravaganza Riddim)|ramhead|159214
WILD|Shuta Sueyoshi|208627
Overflow(変身)|YonYon|240988
Woman We Are|Dream Shizuka|195558
Kill This Love|BLACKPINK|189040
Free! Free! Free!|竹内アンナ|231933
Days Gone By|ANIMAL HACK|197400
Your Best American Girl|Mitski|212184
Dancing On My Own|Robyn|285973
Seasons (Waiting On You)|Future Islands|226440
Two Weeks|FKA twigs|247547
Video Games - Remastered|Lana Del Rey|281947
Queen|Perfume Genius|230720
Pink + White|Frank Ocean|184516
Genesis|Grimes|255320
Let It Happen|Tame Impala|467587
I Know There's Gonna Be (Good Times) [feat. Popcaan]|Young Thug|213622
Your Dog|Soccer Mommy|194009
Hannah Hunt|Vampire Weekend|237973
Norf Norf|Vince Staples|183160
Royals|Lorde|190185
Holocene|Bon Iver|336613
Shut Up Kiss Me|Angel Olsen|202200
GLOWED UP|KAYTRANADA|298027
BTSTU (Edit)|Jai Paul|210001
Midnight City|M83|241440
Borrowed Time|Parquet Courts|152040
Them Changes|Thundercat|188385
Pretty Pimpin|Kurt Vile|298760
The Morning|The Weeknd|312427
Should Have Known Better|Sufjan Stevens|307698
Old Friends|Pinegrove|207720
Close Your Eyes (And Count To Fuck)|Run The Jewels|234160
Sprawl II (Mountains Beyond Mountains)|Arcade Fire|325547
Bags|Clairo|260520
Avant Gardener|Courtney Barnett|312227
Retrograde|James Blake|223600
Zebra|Beach House|288720
Red Eyes|The War On Drugs|298920
On Hold|The xx|224133
Diddy Bop (feat. Cam O'bi & Raury)|Noname|208000
17|Youth Lagoon|236000
Ode to Viceroy|Mac DeMarco|233818
Don't Touch My Hair|Solange|257547
Helplessness Blues|Fleet Foxes|303387
Sound & Color|Alabama Shakes|182467
Wildfire|SBTRKT|201000
Bloodbuzz Ohio|The National|275933
Pristine|Snail Mail|295333
Girl|The Internet|415613
Feels Like We Only Go Backwards|Tame Impala|192960
So Good At Being in Trouble|Unknown Mortal Orchestra|230147
Alaska|Maggie Rogers|188000
I Don't Wanna Be Funny Anymore|Lucy Dacus|163292
See You Again (feat. Kali Uchis)|Tyler, The Creator|180387
Odessa|Caribou|315585
Don't Wanna Be Your Girl|Wet|197280
raingurl|Yaeji|237231
All My Happiness is Gone|Purple Mountains|260280
I Follow Rivers|Lykke Li|228467
Only Child|Tierra Whack|239324
22 (OVER S∞∞N)|Bon Iver|168000
Chateau Lobby #4 (in C for Two Virgins)|Father John Misty|170840
Loving Is Easy|Rex Orange County|155720
(No One Knows Me) Like the Piano|Sampha|218160
Motion Sickness|Phoebe Bridgers|229760
Hey Moon|John Maus|248707
You're Not Good Enough|Blood Orange|261360
Every Time the Sun Comes Up|Sharon Van Etten|262520
Open Eye Signal|Jon Hopkins|468587
Kaputt|Destroyer|377973
Drunk Drivers/Killer Whales|Car Seat Headrest|374653
Grown Up|Danny Brown|139931
Love It If We Made It|The 1975|252926
Chum|Earl Sweatshirt|243773
Round And Round|Ariel Pink|308680
Road Head|Japanese Breakfast|195107
Never Catch Me|Flying Lotus|234487
Helicopter|Deerhunter|298173
I'm Not Part of Me|Cloud Nothings|275309
Territory|The Blaze|276373
Downtown|Majical Cloudz|249063
Goodie Bag|Still Woozy|146390
Airplanes|Local Natives|237933
Kill V. Maim|Grimes|246007
Nobody|Mitski|193429
No Woman|Whitney|237973
Coffee|Sylvan Esso|269693
Loud Places|Jamie xx|283067
Riding For The Feeling|Bill Callahan|365747
Cruel|St. Vincent|214987
Thinkin Bout You|Frank Ocean|200747
Antidote|Orion Sun|169756
Get Got|Death Grips|171867
The Wire|HAIM|245293
Rill Rill|Sleigh Bells|229893
Not|Big Thief|367093
The Mother We Share|CHVRCHES|191294
Archie, Marry Me|Alvvays|196560
Mi Mujer|Nicolas Jaar|411125
Lo Que Siento|Cuco|312000
Damn That Valley|U.S. Girls|190387
The Words That Maketh Murder|PJ Harvey|225840
Lucky|Choker|251034
Fineshrine|Purity Ring|209760
Busy Earnin'|Jungle|181773
Rare|Selena Gomez|220590
Señorita|Shawn Mendes|190800
The Victory - Reloaded|Deborah Dworshipper|237400
Finally // beautiful stranger|Halsey|221096
One Thing Right - Koni Remix|Marshmello|148986
Lines|Keo Nozari|233398
Summer of Love|Lou Ella|242048
Berlin|Tom Goss|241853
Dreams|Keo Nozari|237255
Help|Saint Mars|185792
Where Are You|Adil C|165921
Closure|Nick Hames|208457
Okay.|Bailey Crego|199800
Adore You|Harry Styles|207133
Me & You|Chip Conyard|173636
Never Enough|Blair Woods|195683
I Feel Love|Sam Smith|254453
Down|Melissa Crispo|252684
Alone Tonight|Maxwell Luke|188788
Happy You Came Around|Amber Ryann|205659
Wanting More|Kat Holland|213913
Torturing Myself|Lauren Presley|179500
Wait for Me|CTZNJ|199793
Like It or Not|Ksenia|179277
Special|Kevlah|191000
Gone From Here - Original Mix|Maml|267136
HITHER|Downlowd|252263
I've Changed|Asher Knight|215448
Do It for the Photos|Two Neighbors|150813
If I Loved You|Royse|214437
Behold!|Seven Lights|271849
Nobody Else - Radio Edit|Scriss|212056
Senses|KINGDØMS|237026
